,_Rk,_Player,_Nation,_Pos,_Squad,_Age,_Born,_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Matches
142,143,Abdoulaye Doucouré,ml MLI,MF,Everton,29,1993,17.0,5,20,8,40.0,1.17,0.47,0.25,0.63,13.2,0,0,0,2.4,2.4,0.12,2.6,2.6,Matches
143,144,Cheick Doucouré,ml MLI,MF,Crystal Palace,22,2000,30.8,0,36,7,19.4,1.17,0.23,0.0,0.0,24.6,0,0,0,1.4,1.4,0.04,-1.4,-1.4,Matches
144,145,Flynn Downes,eng ENG,MF,West Ham,23,1999,8.5,0,4,1,25.0,0.47,0.12,0.0,0.0,14.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
145,146,Kami Doyle,eng ENG,MF,Southampton,16,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
146,147,Cody Drameh,eng ENG,DF,Leeds United,20,2001,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
147,148,Martin Dúbravka,sk SVK,GK,Newcastle Utd,33,1989,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
148,149,Shane Duffy,ie IRL,DFFW,Fulham,30,1992,0.2,0,1,0,0.0,4.5,0.0,0.0,,6.1,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
149,150,Lewis Dunk,eng ENG,DF,Brighton,30,1991,36.0,1,22,3,13.6,0.61,0.08,0.05,0.33,11.7,1,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
150,151,Jhon Durán,co COL,FWMF,Aston Villa,18,2003,1.5,0,7,2,28.6,4.63,1.32,0.0,0.0,19.8,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
151,152,Malcolm Ebiowei,eng ENG,MFFW,Crystal Palace,18,2003,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
152,153,Ederson,br BRA,GK,Manchester City,28,1993,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
153,154,Odsonne Édouard,fr FRA,FW,Crystal Palace,24,1998,20.0,5,39,15,38.5,1.95,0.75,0.13,0.33,12.5,0,0,0,4.2,4.2,0.11,0.8,0.8,Matches
154,155,Samuel Edozie,eng ENG,FWMF,Southampton,19,2003,6.3,0,8,3,37.5,1.27,0.48,0.0,0.0,16.5,0,0,0,0.9,0.9,0.11,-0.9,-0.9,Matches
155,156,Anthony Elanga,se SWE,FW,Manchester Utd,20,2002,4.7,0,10,4,40.0,2.11,0.85,0.0,0.0,13.8,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
156,157,Harvey Elliott,eng ENG,MFFW,Liverpool,19,2003,17.9,1,36,12,33.3,2.01,0.67,0.03,0.08,19.3,0,0,0,2.1,2.1,0.06,-1.1,-1.1,Matches
157,158,Mohamed Elneny,eg EGY,MF,Arsenal,30,1992,1.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
158,159,Mohamed Elyounoussi,no NOR,MFFW,Southampton,27,1994,24.1,1,36,10,27.8,1.49,0.42,0.03,0.1,15.8,0,0,0,3.5,3.5,0.1,-2.5,-2.5,Matches
159,160,Emerson,br BRA,DF,Tottenham,23,1999,19.3,2,17,6,35.3,0.88,0.31,0.12,0.33,16.6,0,0,0,1.7,1.7,0.1,0.3,0.3,Matches
160,161,Julio Enciso,py PAR,FWMF,Brighton,18,2004,9.0,4,38,18,47.4,4.24,2.01,0.11,0.22,19.6,0,0,0,4.0,4.0,0.11,0.0,0.0,Matches
161,162,Christian Eriksen,dk DEN,MF,Manchester Utd,30,1992,22.8,1,39,11,28.2,1.71,0.48,0.03,0.09,19.3,4,0,0,5.0,5.0,0.13,-4.0,-4.0,Matches
162,163,Pervis Estupiñán,ec ECU,DF,Brighton,24,1998,29.7,1,29,4,13.8,0.98,0.13,0.03,0.25,19.3,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Matches
163,164,Jonny Evans,nir NIR,DF,Leicester City,34,1988,11.7,0,1,1,100.0,0.09,0.09,0.0,0.0,3.8,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
164,165,Eberechi Eze,eng ENG,MFFW,Crystal Palace,24,1998,29.3,10,70,25,35.7,2.39,0.85,0.13,0.36,21.9,14,1,1,7.3,6.5,0.09,2.7,2.5,Matches
165,166,Łukasz Fabiański,pl POL,GK,West Ham,37,1985,34.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
166,167,Fabinho,br BRA,MF,Liverpool,28,1993,29.7,0,18,4,22.2,0.61,0.13,0.0,0.0,22.0,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
167,168,Wout Faes,be BEL,DF,Leicester City,24,1998,31.0,1,13,3,23.1,0.42,0.1,0.08,0.33,11.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
168,169,Felipe,br BRA,DF,Nott'ham Forest,33,1989,15.8,0,13,1,7.7,0.83,0.06,0.0,0.0,9.0,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
169,170,João Félix,pt POR,FWMF,Chelsea,22,1999,10.5,4,46,16,34.8,4.4,1.53,0.09,0.25,18.0,3,0,0,4.9,4.9,0.11,-0.9,-0.9,Matches
170,171,Evan Ferguson,ie IRL,FW,Brighton,17,2004,10.6,6,36,17,47.2,3.41,1.61,0.17,0.35,15.2,0,0,0,5.3,5.3,0.15,0.7,0.7,Matches
171,172,Bruno Fernandes,pt POR,MFFW,Manchester Utd,27,1994,36.8,8,90,32,35.6,2.44,0.87,0.07,0.19,20.8,6,2,2,9.3,7.7,0.09,-1.3,-1.7,Matches
172,173,Enzo Fernández,ar ARG,MF,Chelsea,21,2001,17.2,0,20,3,15.0,1.16,0.17,0.0,0.0,25.7,2,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
173,174,Roberto Firmino,br BRA,FWMF,Liverpool,30,1991,13.5,11,39,25,64.1,2.89,1.85,0.28,0.44,12.3,0,0,0,5.5,5.5,0.14,5.5,5.5,Matches
174,175,Junior Firpo,do DOM,DF,Leeds United,25,1996,15.2,1,2,1,50.0,0.13,0.07,0.5,1.0,12.2,0,0,0,0.1,0.1,0.06,0.9,0.9,Matches
175,176,Phil Foden,eng ENG,FW,Manchester City,22,2000,20.5,11,46,22,47.8,2.25,1.07,0.24,0.5,15.3,1,0,0,5.9,5.9,0.13,5.1,5.1,Matches
176,177,Wesley Fofana,fr FRA,DF,Leicester City,21,2000,2.0,0,2,1,50.0,1.0,0.5,0.0,0.0,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
177,178,Wesley Fofana,fr FRA,DF,Chelsea,21,2000,13.1,1,6,2,33.3,0.46,0.15,0.17,0.5,11.4,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
178,179,Pablo Fornals,es ESP,FWMF,West Ham,26,1996,16.7,3,27,7,25.9,1.62,0.42,0.11,0.43,22.6,0,0,0,2.2,2.2,0.08,0.8,0.8,Matches
179,180,Adam Forshaw,eng ENG,MF,Leeds United,30,1991,5.3,0,1,0,0.0,0.19,0.0,0.0,,26.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
180,181,Fraser Forster,eng ENG,GK,Tottenham,34,1988,13.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
181,182,Tyrese Francois,au AUS,FW,Fulham,22,2000,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
182,183,Ryan Fraser,sct SCO,FW,Newcastle Utd,28,1994,3.5,0,6,1,16.7,1.73,0.29,0.0,0.0,16.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
183,184,Fred,br BRA,MF,Manchester Utd,29,1993,13.9,2,26,5,19.2,1.87,0.36,0.08,0.4,19.5,0,0,0,2.0,2.0,0.08,0.0,0.0,Matches
184,185,Ryan Fredericks,eng ENG,DF,Bournemouth,29,1992,5.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
185,186,Remo Freuler,ch SUI,MF,Nott'ham Forest,30,1992,24.0,0,8,1,12.5,0.33,0.04,0.0,0.0,20.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
186,187,Cody Gakpo,nl NED,FWMF,Liverpool,23,1999,16.2,7,39,12,30.8,2.41,0.74,0.18,0.58,14.8,0,0,0,6.2,6.2,0.16,0.8,0.8,Matches
187,188,Conor Gallagher,eng ENG,MF,Chelsea,22,2000,18.0,3,28,11,39.3,1.55,0.61,0.11,0.27,17.9,0,0,0,2.5,2.5,0.09,0.5,0.5,Matches
188,189,Idrissa Gana Gueye,sn SEN,MF,Everton,32,1989,28.6,0,15,6,40.0,0.52,0.21,0.0,0.0,25.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
189,190,Alejandro Garnacho,ar ARG,FWMF,Manchester Utd,18,2004,6.3,3,24,9,37.5,3.8,1.42,0.13,0.33,16.3,0,0,0,3.0,3.0,0.13,0.0,0.0,Matches
190,191,James Garner,eng ENG,MFDF,Everton,21,2001,8.9,0,9,3,33.3,1.01,0.34,0.0,0.0,22.3,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
191,192,David de Gea,es ESP,GK,Manchester Utd,31,1990,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
192,193,Joe Gelhardt,eng ENG,FW,Leeds United,20,2002,2.4,0,10,2,20.0,4.25,0.85,0.0,0.0,23.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
193,194,Saman Ghoddos,ir IRN,MFFW,Brentford,28,1993,1.5,0,1,1,100.0,0.65,0.65,0.0,0.0,19.2,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
194,195,Morgan Gibbs-White,eng ENG,FWMF,Wolves,22,2000,2.0,0,3,1,33.3,1.5,0.5,0.0,0.0,11.5,0,0,0,0.7,0.7,0.24,-0.7,-0.7,Matches
195,196,Morgan Gibbs-White,eng ENG,MFFW,Nott'ham Forest,22,2000,33.0,5,57,19,33.3,1.73,0.58,0.05,0.16,20.0,3,2,2,6.0,4.4,0.08,-1.0,-1.4,Matches
196,197,Bryan Gil,es ESP,MFFW,Tottenham,21,2001,1.6,0,2,1,50.0,1.22,0.61,0.0,0.0,19.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
197,198,Billy Gilmour,sct SCO,MF,Brighton,21,2001,5.6,0,6,1,16.7,1.07,0.18,0.0,0.0,20.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
198,199,Wilfried Gnonto,it ITA,FWMF,Leeds United,18,2003,15.0,2,22,8,36.4,1.46,0.53,0.09,0.25,17.4,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
199,200,Ben Godfrey,eng ENG,DF,Everton,24,1998,8.9,0,6,0,0.0,0.67,0.0,0.0,,13.1,0,0,0,1.2,1.2,0.21,-1.2,-1.2,Matches
200,201,João Gomes,br BRA,MF,Wolves,21,2001,7.3,1,4,2,50.0,0.55,0.28,0.25,0.5,20.7,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
201,202,Toti Gomes,pt POR,DF,Wolves,23,1999,10.9,1,5,2,40.0,0.46,0.18,0.2,0.5,9.9,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
202,203,Joe Gomez,eng ENG,DF,Liverpool,25,1997,16.3,0,6,2,33.3,0.37,0.12,0.0,0.0,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
203,204,Sergio Gómez,es ESP,DFMF,Manchester City,21,2000,3.9,0,7,0,0.0,1.81,0.0,0.0,,22.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
204,205,Anthony Gordon,eng ENG,FWMF,Newcastle Utd,21,2001,5.4,1,8,2,25.0,1.48,0.37,0.13,0.5,14.0,0,0,0,1.7,1.7,0.21,-0.7,-0.7,Matches
205,206,Anthony Gordon,eng ENG,FW,Everton,21,2001,12.2,3,26,16,61.5,2.14,1.32,0.12,0.19,16.6,1,0,0,3.3,3.3,0.13,-0.3,-0.3,Matches
206,207,Demarai Gray,jm JAM,FWMF,Everton,26,1996,27.9,4,57,22,38.6,2.05,0.79,0.04,0.09,19.5,8,2,2,6.2,4.7,0.08,-2.2,-2.7,Matches
207,208,Jack Grealish,eng ENG,FW,Manchester City,26,1995,22.8,5,41,15,36.6,1.8,0.66,0.12,0.33,15.4,0,0,0,4.6,4.6,0.11,0.4,0.4,Matches
208,209,Sam Greenwood,eng ENG,MFFW,Leeds United,20,2002,4.7,1,12,2,16.7,2.55,0.42,0.08,0.5,24.2,5,0,0,0.7,0.7,0.06,0.3,0.3,Matches
209,210,Pascal Groß,de GER,MFDF,Brighton,31,1991,36.0,9,39,19,48.7,1.08,0.53,0.23,0.47,17.4,1,0,0,5.4,5.4,0.14,3.6,3.6,Matches
210,211,Vicente Guaita,es ESP,GK,Crystal Palace,35,1987,27.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
211,212,Gonçalo Guedes,pt POR,FWMF,Wolves,25,1996,7.9,1,19,6,31.6,2.42,0.76,0.05,0.17,18.4,1,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
212,213,Marc Guéhi,eng ENG,DF,Crystal Palace,22,2000,37.0,1,14,6,42.9,0.38,0.16,0.07,0.17,8.3,0,0,0,1.5,1.5,0.1,-0.5,-0.5,Matches
213,214,Bruno Guimarães,br BRA,MF,Newcastle Utd,24,1997,30.3,4,28,8,28.6,0.92,0.26,0.14,0.5,19.7,0,0,0,2.8,2.8,0.1,1.2,1.2,Matches
214,215,İlkay Gündoğan,de GER,MF,Manchester City,31,1990,26.1,8,53,20,37.7,2.03,0.76,0.15,0.4,18.1,5,0,1,7.5,6.7,0.13,0.5,1.3,Matches
215,216,Darko Gyabi,eng ENG,FW,Leeds United,18,2004,0.1,0,1,0,0.0,11.25,0.0,0.0,,17.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
216,217,Erling Haaland,no NOR,FW,Manchester City,22,2000,30.8,36,116,53,45.7,3.77,1.72,0.25,0.55,12.6,0,7,7,28.4,23.0,0.2,7.6,6.0,Matches
217,218,Lewis Hall,eng ENG,DF,Chelsea,17,2004,7.3,0,11,5,45.5,1.51,0.69,0.0,0.0,15.0,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
218,219,Luke Harris,wls WAL,MFFW,Fulham,17,2005,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
219,220,Jack Harrison,eng ENG,FWMF,Leeds United,25,1996,30.1,5,39,14,35.9,1.3,0.47,0.13,0.36,17.8,3,0,0,4.7,4.7,0.12,0.3,0.3,Matches
220,221,Kai Havertz,de GER,FWMF,Chelsea,23,1999,28.5,7,70,31,44.3,2.45,1.09,0.09,0.19,12.7,1,1,1,11.6,10.8,0.15,-4.6,-4.8,Matches
221,222,Jan Paul van Hecke,nl NED,DF,Brighton,22,2000,3.3,0,2,0,0.0,0.61,0.0,0.0,,16.3,0,0,0,0.6,0.6,0.3,-0.6,-0.6,Matches
222,223,Hwang Hee-chan,kr KOR,FWMF,Wolves,26,1996,12.6,3,18,7,38.9,1.43,0.56,0.17,0.43,15.0,0,0,0,2.9,2.9,0.16,0.1,0.1,Matches
223,224,Dean Henderson,eng ENG,GK,Nott'ham Forest,25,1997,18.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
224,225,Jordan Henderson,eng ENG,MF,Liverpool,32,1990,23.0,0,23,5,21.7,1.0,0.22,0.0,0.0,22.8,0,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
225,226,Wayne Hennessey,wls WAL,GK,Nott'ham Forest,35,1987,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
226,227,Rico Henry,eng ENG,DF,Brentford,25,1997,36.0,0,22,4,18.2,0.61,0.11,0.0,0.0,20.0,0,0,0,1.6,1.6,0.07,-1.6,-1.6,Matches
227,228,Son Heung-min,kr KOR,MFFW,Tottenham,30,1992,32.1,10,81,38,46.9,2.52,1.18,0.12,0.26,18.3,5,0,0,10.1,10.1,0.12,-0.1,-0.1,Matches
228,229,Aaron Hickey,sct SCO,DF,Brentford,20,2002,21.3,0,11,2,18.2,0.52,0.09,0.0,0.0,21.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
229,230,Jack Hinshelwood,eng ENG,FW,Brighton,17,2005,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
230,231,Joseph Hodge,ie IRL,MF,Wolves,19,2002,1.9,0,2,0,0.0,1.03,0.0,0.0,,11.2,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
231,232,Rob Holding,eng ENG,DF,Arsenal,26,1995,6.3,1,5,2,40.0,0.8,0.32,0.2,0.5,12.8,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
232,233,Mason Holgate,eng ENG,DF,Everton,25,1996,5.6,0,4,0,0.0,0.71,0.0,0.0,,11.5,0,0,0,1.0,1.0,0.25,-1.0,-1.0,Matches
233,234,Will Hughes,eng ENG,MF,Crystal Palace,27,1995,9.4,1,6,4,66.7,0.64,0.43,0.17,0.25,17.2,0,0,0,0.3,0.3,0.06,0.7,0.7,Matches
234,235,Omari Hutchinson,eng ENG,FW,Chelsea,18,2003,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
235,236,Pierre Højbjerg,dk DEN,MF,Tottenham,26,1995,34.8,4,33,9,27.3,0.95,0.26,0.12,0.44,21.2,0,0,0,2.0,2.0,0.06,2.0,2.0,Matches
236,237,Kelechi Iheanacho,ng NGA,FWMF,Leicester City,25,1996,12.5,5,38,13,34.2,3.03,1.04,0.11,0.31,17.1,0,1,1,7.1,6.3,0.17,-2.1,-2.3,Matches
237,238,Danny Ings,eng ENG,FW,West Ham,30,1992,8.6,2,15,4,26.7,1.74,0.46,0.13,0.5,11.2,0,0,0,3.0,3.0,0.2,-1.0,-1.0,Matches
238,239,Danny Ings,eng ENG,FW,Aston Villa,30,1992,9.2,6,25,12,48.0,2.73,1.31,0.16,0.33,15.5,0,2,2,5.3,3.8,0.15,0.7,0.2,Matches
239,240,Alexander Isak,se SWE,FW,Newcastle Utd,22,1999,16.9,10,49,23,46.9,2.9,1.36,0.16,0.35,15.0,0,2,2,8.2,6.7,0.14,1.8,1.3,Matches
240,241,Daniel Iversen,dk DEN,GK,Leicester City,25,1997,12.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
241,242,Alex Iwobi,ng NGA,MFFW,Everton,26,1996,37.5,2,42,15,35.7,1.12,0.4,0.05,0.13,21.0,0,0,0,2.5,2.5,0.06,-0.5,-0.5,Matches
242,243,Daniel James,wls WAL,FW,Leeds United,24,1997,2.2,0,3,1,33.3,1.36,0.45,0.0,0.0,17.6,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
243,244,Daniel James,wls WAL,FW,Fulham,24,1997,6.9,2,14,3,21.4,2.03,0.43,0.14,0.67,13.0,0,0,0,1.7,1.7,0.12,0.3,0.3,Matches
244,245,Reece James,eng ENG,DFMF,Chelsea,22,1999,13.8,1,16,4,25.0,1.16,0.29,0.06,0.25,22.4,2,0,0,1.0,1.0,0.06,0.0,0.0,Matches
245,246,Vitaly Janelt,de GER,MFDF,Brentford,24,1998,24.5,3,14,5,35.7,0.57,0.2,0.21,0.6,15.8,0,0,0,2.4,2.4,0.17,0.6,0.6,Matches
246,247,Pontus Jansson,se SWE,DF,Brentford,31,1991,8.0,1,4,2,50.0,0.5,0.25,0.25,0.5,9.9,0,0,0,0.3,0.3,0.08,0.7,0.7,Matches
247,248,Mathias Jensen,dk DEN,MF,Brentford,26,1996,31.1,5,23,7,30.4,0.74,0.22,0.22,0.71,22.0,4,0,0,2.1,2.1,0.09,2.9,2.9,Matches
248,249,Gabriel Jesus,br BRA,FW,Arsenal,25,1997,22.9,11,76,31,40.8,3.31,1.35,0.13,0.32,10.6,0,1,1,14.0,13.2,0.18,-3.0,-3.2,Matches
249,250,Raúl Jiménez,mx MEX,FW,Wolves,31,1991,9.4,0,20,9,45.0,2.13,0.96,0.0,0.0,14.5,0,0,0,2.6,2.6,0.13,-2.6,-2.6,Matches
250,251,Joelinton,br BRA,MFFW,Newcastle Utd,25,1996,29.6,6,51,19,37.3,1.72,0.64,0.12,0.32,14.6,0,0,0,7.1,7.1,0.14,-1.1,-1.1,Matches
251,252,Ben Johnson,eng ENG,DF,West Ham,22,2000,9.6,0,2,1,50.0,0.21,0.1,0.0,0.0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
252,253,Brennan Johnson,wls WAL,FWMF,Nott'ham Forest,21,2001,32.6,8,52,24,46.2,1.6,0.74,0.13,0.29,16.6,0,1,3,8.6,6.2,0.12,-0.6,0.8,Matches
253,254,Sam Johnstone,eng ENG,GK,Crystal Palace,29,1993,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
254,255,Curtis Jones,eng ENG,MF,Liverpool,21,2001,11.5,3,15,5,33.3,1.3,0.43,0.2,0.6,17.9,0,0,0,1.2,1.2,0.08,1.8,1.8,Matches
255,256,Jorginho,it ITA,MF,Arsenal,30,1991,9.5,0,6,0,0.0,0.63,0.0,0.0,,22.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
256,257,Jorginho,it ITA,MF,Chelsea,30,1991,14.2,2,3,1,33.3,0.21,0.07,0.0,0.0,34.1,0,2,2,1.7,0.1,0.04,0.3,-0.1,Matches
257,258,Mateo Joseph,es ESP,FWMF,Leeds United,18,2003,0.3,0,1,1,100.0,3.46,3.46,0.0,0.0,15.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
258,259,Diogo Jota,pt POR,FW,Liverpool,25,1996,12.6,7,35,11,31.4,2.79,0.88,0.2,0.64,11.7,0,0,0,6.5,6.5,0.19,0.5,0.5,Matches
259,260,Hamed Junior Traorè,ci CIV,FWMF,Bournemouth,22,2000,4.7,0,6,0,0.0,1.26,0.0,0.0,,17.1,1,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
260,261,James Justin,eng ENG,DF,Leicester City,24,1998,13.9,0,5,0,0.0,0.36,0.0,0.0,,23.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
261,262,Mathias Jørgensen,dk DEN,DF,Brentford,32,1990,12.3,0,5,1,20.0,0.41,0.08,0.0,0.0,7.8,0,0,0,0.9,0.9,0.18,-0.9,-0.9,Matches
262,263,Sasa Kalajdzic,at AUT,FW,Wolves,25,1997,0.5,0,1,0,0.0,2.0,0.0,0.0,,4.4,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
263,264,Boubacar Kamara,fr FRA,MF,Aston Villa,22,1999,19.7,0,4,1,25.0,0.2,0.05,0.0,0.0,29.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
264,265,Harry Kane,eng ENG,FW,Tottenham,29,1993,37.8,30,124,54,43.5,3.28,1.43,0.2,0.46,16.0,4,5,6,21.4,16.7,0.13,8.6,8.3,Matches
265,266,N'Golo Kanté,fr FRA,MF,Chelsea,31,1991,5.8,0,8,1,12.5,1.39,0.17,0.0,0.0,20.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
266,267,Michael Keane,eng ENG,DF,Everton,29,1993,10.9,1,14,4,28.6,1.28,0.37,0.07,0.25,12.9,0,0,0,1.3,1.3,0.1,-0.3,-0.3,Matches
267,268,Neeskens Kebano,cd COD,FW,Fulham,30,1992,8.5,0,9,2,22.2,1.06,0.24,0.0,0.0,15.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
268,269,Thilo Kehrer,de GER,DF,West Ham,25,1996,24.8,0,8,1,12.5,0.32,0.04,0.0,0.0,18.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
269,270,Naby Keïta,gn GUI,MF,Liverpool,27,1995,3.3,0,10,0,0.0,3.07,0.0,0.0,,20.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
270,271,Caoimhín Kelleher,ie IRL,GK,Liverpool,23,1998,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
271,272,Lloyd Kelly,eng ENG,DF,Bournemouth,23,1998,22.7,0,3,0,0.0,0.13,0.0,0.0,,8.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
272,273,Max Kilman,eng ENG,DF,Wolves,25,1997,36.7,0,14,0,0.0,0.38,0.0,0.0,,10.1,0,0,0,1.3,1.3,0.1,-1.3,-1.3,Matches
273,274,Jakub Kiwior,pl POL,DF,Arsenal,22,2000,4.7,1,1,1,100.0,0.21,0.21,1.0,1.0,10.0,0,0,0,0.1,0.1,0.09,0.9,0.9,Matches
274,275,Mateusz Klich,pl POL,MFFW,Leeds United,32,1990,3.1,0,4,1,25.0,1.29,0.32,0.0,0.0,21.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
275,276,Robin Koch,de GER,DF,Leeds United,26,1996,35.3,0,17,4,23.5,0.48,0.11,0.0,0.0,11.1,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
276,277,Ibrahima Konaté,fr FRA,DF,Liverpool,23,1999,17.2,0,11,3,27.3,0.64,0.17,0.0,0.0,9.7,0,0,0,1.2,1.2,0.11,-1.2,-1.2,Matches
277,278,Ezri Konsa,eng ENG,DF,Aston Villa,24,1997,36.9,0,8,0,0.0,0.22,0.0,0.0,,8.0,0,0,0,1.1,1.1,0.13,-1.1,-1.1,Matches
278,279,Kalidou Koulibaly,sn SEN,DF,Chelsea,31,1991,20.0,2,11,4,36.4,0.55,0.2,0.18,0.5,12.0,0,0,0,0.9,0.9,0.09,1.1,1.1,Matches
279,280,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,32,1989,9.8,1,6,5,83.3,0.61,0.51,0.17,0.2,19.4,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
280,281,Mateo Kovačić,hr CRO,MF,Chelsea,28,1994,19.0,1,23,1,4.3,1.21,0.05,0.04,1.0,22.1,0,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
281,282,Emil Krafth,se SWE,DF,Newcastle Utd,27,1994,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
282,283,Rasmus Kristensen,dk DEN,DF,Leeds United,25,1997,21.8,3,13,5,38.5,0.6,0.23,0.23,0.6,15.2,0,0,0,0.8,0.8,0.06,2.2,2.2,Matches
283,284,Dejan Kulusevski,se SWE,MFFW,Tottenham,22,2000,23.0,2,43,10,23.3,1.87,0.44,0.05,0.2,17.6,0,0,0,2.5,2.5,0.06,-0.5,-0.5,Matches
284,285,Layvin Kurzawa,fr FRA,DF,Fulham,29,1992,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
285,286,Adam Lallana,eng ENG,MFFW,Brighton,34,1988,8.0,2,8,5,62.5,1.0,0.62,0.25,0.4,13.3,0,0,0,0.9,0.9,0.11,1.1,1.1,Matches
